Wall time,Step,Value
1652123204.5353355,4,-7.473110198974609
1652123209.891919,18,-2.420426607131958
1652123213.633332,26,-18.046489715576172
1652123214.163299,27,-0.01624753512442112
1652123220.7546508,40,1.615330696105957
1652123223.358491,47,3.1880128383636475
1652123223.8843627,48,2.3741769790649414
1652123229.894129,62,3.241575241088867
1652123230.4126606,63,1.9753504991531372
1652123231.969633,67,1.8590391874313354
1652123233.7305613,71,-7.550224781036377
1652123237.1190803,77,2.2323157787323
1652123240.251302,82,1.2424489259719849
1652123244.2516866,89,2.551562547683716
1652123249.9238741,99,2.4784038066864014
1652123251.6227872,103,2.5625810623168945
1652123253.9277043,107,3.2038707733154297
1652123260.921044,121,1.5983048677444458
1652123263.2919621,125,2.8106062412261963
1652123263.8491292,126,2.455408811569214
1652123264.538062,128,1.6241337060928345
1652123265.7480555,130,2.39725661277771
1652123268.9809923,136,1.6477415561676025
1652123272.506099,144,1.7625987529754639
1652123273.60477,146,2.0505762100219727
1652123274.145013,147,2.7489638328552246
1652123279.5700114,157,2.484227180480957
1652123281.190921,160,2.8539750576019287
1652123282.2759454,162,1.9405596256256104
1652123283.3663743,164,2.5716712474823
1652123287.167541,172,1.9617661237716675
1652123289.3372617,177,2.5157923698425293
1652123296.9213288,191,2.0797219276428223
1652123297.528166,192,2.176305055618286
1652123302.833115,203,1.688708782196045
1652123303.8945975,205,2.236643075942993
1652123307.5742652,213,2.6842055320739746
1652123315.8271444,229,1.6301730871200562
1652123323.0948062,244,2.5010275840759277
1652123323.610233,245,1.9895718097686768
1652123328.869066,258,2.2359931468963623
1652123328.87264,259,-7.5570173263549805
1652123334.3176277,271,1.9760419130325317
1652123335.9168873,274,1.7618759870529175
1652123339.1614516,282,2.500250816345215
1652123340.8103476,285,3.00199031829834
1652123342.4181728,288,2.572910785675049
1652123343.4557977,290,2.4618279933929443
1652123346.1479654,295,2.8680477142333984
1652123346.4204082,297,-17.528810501098633
1652123352.6834543,308,1.6551945209503174
1652123356.114631,316,2.1088929176330566
1652123356.6822808,318,1.4413518905639648
1652123357.247173,319,1.9731215238571167
1652123358.6379545,322,1.5394841432571411
1652123370.8885808,345,0.7003864645957947
1652123371.4280884,346,1.7479634284973145
1652123377.2941663,358,2.1488430500030518
1652123380.7865338,364,-37.378509521484375
1652123380.790706,365,-7.521376132965088
1652123381.3206089,366,1.7118356227874756
1652123387.1875608,378,2.4507217407226562
1652123391.1391952,386,-17.61358642578125
1652123393.0551388,390,2.3222482204437256
1652123394.1032836,392,2.8514082431793213
1652123395.6862338,397,1.9735589027404785
1652123397.8744721,402,-7.776744842529297
1652123398.9110794,404,2.3105831146240234
1652123404.8833728,415,2.1310296058654785
1652123407.546655,421,1.835625410079956
1652123408.0670466,422,2.5436291694641113
1652123414.738607,436,1.9307290315628052
1652123415.2738538,437,2.655651807785034
1652123416.3207521,439,3.239910125732422
1652123420.2150936,446,2.0328450202941895
1652123422.864773,452,0.8015827536582947
1652123427.6102827,461,2.8141865730285645
1652123428.6888866,465,2.3128039836883545
1652123430.0253055,468,1.7283293008804321
1652123431.1414735,470,2.3347067832946777
1652123433.2370932,474,2.354386568069458
1652123433.7696674,475,1.325446605682373
1652123436.4928758,480,1.9275578260421753
1652123437.023929,481,1.430128812789917
1652123440.1876807,487,2.4321608543395996
1652123452.6299255,510,2.249830961227417
1652123453.4523828,512,1.511597990989685
1652123453.4553425,513,-8.276333808898926
1652123454.0176823,514,2.4463987350463867
1652123455.7222695,517,2.214787721633911
1652123456.8752453,519,2.5191874504089355
1652123463.3549142,533,2.1250128746032715
1652123463.8737798,534,2.2831549644470215
1652123464.9313247,536,2.5624887943267822
1652123465.9744937,538,2.7796950340270996
1652123467.2814333,540,2.4633710384368896
1652123469.3834484,544,2.778750419616699
1652123470.484593,546,2.257735013961792
1652123472.6598408,550,2.5854344367980957
1652123473.712314,552,2.421677350997925
1652123475.2950213,556,1.6553449630737305
1652123478.540944,562,2.0602662563323975
1652123479.6442537,564,1.9670902490615845
1652123481.8644204,568,1.7315459251403809
1652123488.6927826,584,-7.023135185241699
1652123491.867718,590,1.0791904926300049
1652123493.9784727,594,1.042917251586914
1652123495.0333674,596,2.607856512069702
1652123503.8470883,613,1.1218512058258057
1652123504.38515,614,2.3539326190948486
1652123508.864745,622,2.7691547870635986
1652123509.3849354,623,2.1447904109954834
1652123511.1168334,628,-7.947881698608398
1652123511.370614,629,-27.34868621826172
1652123514.6025767,637,1.824617862701416
1652123517.9246953,643,1.6232987642288208
1652123517.927161,644,-8.58906364440918
1652123520.5651731,649,2.2313623428344727
1652123525.4661565,658,2.6087327003479004
1652123526.5270863,660,1.896140694618225
1652123530.5383983,667,1.4762635231018066
1652123534.503053,675,2.9261088371276855
1652123535.0293906,676,1.8227670192718506
1652123538.7310722,684,2.2054734230041504
1652123542.943282,692,2.189645290374756
1652123544.0602744,694,2.1282758712768555
1652123552.6778195,710,2.407975435256958
1652123558.4972878,721,3.054075241088867
1652123559.0450583,723,1.8071738481521606
1652123560.111056,725,1.7775057554244995
1652123561.7027087,728,1.9634126424789429
1652123563.3416834,731,2.3481032848358154
1652123563.868567,732,1.9570293426513672
1652123570.2922342,744,2.497326612472534
1652123579.8605316,764,2.868577718734741
1652123585.988449,775,2.3427789211273193
1652123586.517798,776,1.6492531299591064
1652123589.9623313,782,2.0161514282226562
1652123592.131485,788,2.6213669776916504
1652123600.2436764,804,2.227368116378784
1652123600.7798862,805,2.5573737621307373
1652123601.875787,807,2.4250192642211914
1652123603.5308557,810,2.6789846420288086
1652123607.0066328,819,2.773768901824951
1652123613.976686,832,1.8374180793762207
1652123618.5527136,840,1.6081241369247437
1652123620.5610747,843,2.1135106086730957
1652123627.871466,857,2.345651626586914
1652123630.870859,862,2.3118531703948975
1652123632.7662675,866,-7.837169647216797
1652123635.1570015,871,1.9378905296325684
1652123643.737272,886,-18.090267181396484
1652123649.581105,897,-8.480710983276367
1652123651.8842647,901,1.9673672914505005
1652123655.7521372,908,2.7300832271575928
1652123667.8457966,930,2.6040165424346924
1652123669.2333655,932,2.015826940536499
1652123674.8484066,942,2.7940011024475098
1652123678.3489795,949,2.7568562030792236
1652123686.6520696,963,2.279020071029663
1652123695.6709507,979,1.9094934463500977
1652123697.3140898,982,3.103806734085083
1652123703.1469903,994,2.0680742263793945
1652123705.5856647,999,2.2636921405792236
1652123707.2637792,1002,3.687861204147339
1652123708.3785298,1004,2.2555418014526367
1652123714.5542374,1015,2.156060218811035
1652123717.8673933,1022,1.9425214529037476
1652123720.1154995,1026,1.7617906332015991
1652123721.2572496,1028,2.605635166168213
1652123726.4446342,1037,2.1473920345306396
1652123736.4459324,1056,2.2719602584838867
1652123744.1791844,1070,1.9988389015197754
1652123744.7579868,1071,2.9662201404571533
1652123745.3545997,1073,2.5640616416931152
1652123747.5746067,1077,1.2443151473999023
1652123752.5390294,1086,2.5382697582244873
1652123757.9970403,1098,2.1092302799224854
1652123760.3071089,1102,2.847679853439331
1652123761.4189827,1104,2.818697452545166
1652123763.1109095,1107,2.5624523162841797
1652123764.2328773,1109,2.4578299522399902
1652123765.3241167,1111,3.0678813457489014
1652123770.3828552,1121,1.9868428707122803
1652123772.057283,1125,2.8810667991638184
1652123772.6061325,1126,2.1717381477355957
1652123775.6190145,1132,1.8974634408950806
1652123776.7264564,1134,2.5706286430358887
1652123779.543793,1139,1.8144241571426392
1652123783.5744724,1146,1.6616448163986206
1652123785.8614588,1151,1.1604032516479492
1652123786.4249973,1152,2.1916966438293457
1652123793.1037905,1164,1.8936628103256226
1652123797.5319448,1174,-17.810651779174805
1652123798.636038,1176,1.5837541818618774
1652123799.2007809,1177,2.457573413848877
1652123803.1831717,1184,1.732550859451294
1652123806.0989575,1189,2.300666093826294
1652123807.8595402,1193,3.184657573699951
1652123808.515726,1194,1.978021264076233
1652123814.6383286,1206,3.573225259780884
1652123818.5227888,1214,2.5969109535217285
1652123820.199486,1218,1.8448251485824585
1652123822.9767725,1223,2.846041440963745
1652123824.3382485,1225,2.0167229175567627
1652123834.4050329,1244,-8.591462135314941
1652123835.5602343,1246,2.620922327041626
1652123838.3436859,1251,2.5087246894836426
1652123838.90635,1252,2.3255529403686523
1652123840.0412505,1254,2.323103666305542
1652123841.7939308,1257,3.0345888137817383
1652123844.0323107,1261,1.888106346130371
1652123847.5240977,1267,2.3869576454162598
1652123849.751036,1271,2.366680860519409
1652123852.2749255,1276,2.338362693786621
1652123855.7878501,1282,2.1827967166900635
1652123856.3484662,1285,-8.387639045715332
1652123858.0315115,1290,2.948202133178711
1652123859.7561824,1293,1.8813878297805786
1652123862.797735,1298,2.005708694458008
1652123865.2321525,1302,2.747166395187378
1652123867.4879007,1306,2.205606698989868
1652123872.1294625,1315,-48.07651138305664
1652123876.4612386,1322,2.6746580600738525
1652123878.2221594,1325,1.9866549968719482
1652123878.796763,1326,3.299678325653076
1652123883.7906375,1335,-7.9861040115356445
1652123887.9046037,1345,-6.237502098083496
1652123896.446437,1360,2.329831600189209
1652123898.8833933,1364,1.929695725440979
1652123904.6138175,1375,1.2791615724563599
1652123905.2093036,1376,2.5105552673339844
1652123907.4713666,1380,2.499417543411255
1652123914.8060186,1393,2.704275608062744
1652123927.5117161,1417,1.888785719871521
1652123936.9701333,1436,1.8086180686950684
1652123937.5784361,1438,2.167191982269287
1652123938.2800696,1439,2.7167139053344727
1652123944.7656934,1449,2.9473299980163574
1652123949.2651122,1457,1.7462718486785889
1652123949.844702,1458,2.410438299179077
1652123950.9966695,1461,2.3633272647857666
1652123957.035898,1474,3.040966510772705
1652123958.1582537,1476,2.182765245437622
1652123964.3341537,1487,2.0915236473083496
1652123966.056515,1490,1.8944799900054932
1652123968.3142607,1494,3.0002129077911377
1652123970.6115415,1498,1.8744412660598755
1652123972.3298974,1502,2.566122531890869
1652123974.9461823,1509,2.373565196990967
1652123975.504785,1510,1.5230038166046143
1652123977.4586995,1513,1.8959840536117554
1652123979.4345639,1516,2.3422093391418457
1652123985.8334846,1528,2.3136661052703857
1652123989.3866937,1534,2.4606571197509766
1652123991.1734536,1538,2.852553129196167
1652123997.3151352,1548,2.4808802604675293
1652123999.1291468,1551,1.994889736175537
1652124007.4819198,1565,1.7121366262435913
1652124009.3876247,1568,2.2743141651153564
1652124012.5194178,1573,2.8582704067230225
1652124014.40982,1576,2.713498830795288
1652124019.0389798,1585,2.305243492126465
1652124023.7122598,1596,1.845493197441101
1652124026.0596015,1601,3.10622239112854
1652124027.454105,1603,3.366818428039551
1652124040.762938,1627,2.5850930213928223
1652124045.296733,1635,2.1613967418670654
1652124046.470669,1637,2.2639284133911133
1652124048.1573079,1640,1.973021388053894
1652124050.774404,1646,2.603231191635132
1652124051.3806694,1647,1.9264320135116577
1652124054.410357,1654,-7.92626953125
1652124059.2180567,1662,-86.60599517822266
1652124060.971549,1666,2.221605062484741
1652124063.2093337,1670,1.1865065097808838
1652124065.8527284,1677,-17.971534729003906
1652124067.003034,1679,2.556457042694092
1652124069.964767,1685,2.3240060806274414
1652124075.1140456,1694,2.4980993270874023
1652124079.0926845,1702,-7.591469764709473
1652124080.2509086,1704,1.9380489587783813
1652124081.9997208,1707,2.0815482139587402
1652124083.6743498,1710,1.4275176525115967
1652124083.678851,1711,-7.744635105133057
1652124087.1039104,1718,2.437486410140991
1652124089.165132,1723,3.0203182697296143
1652124092.668891,1730,3.3684632778167725
1652124097.2536578,1739,-7.653284549713135
1652124099.5201461,1743,1.9312633275985718
1652124100.0891738,1745,-7.724937438964844
1652124105.0244265,1754,2.5911240577697754
1652124111.947712,1765,2.3065314292907715
1652124117.1677327,1775,1.6960655450820923
1652124118.3208065,1777,2.370854616165161
1652124122.5049233,1784,1.475190281867981
1652124125.4793553,1789,1.5955843925476074
1652124127.2486212,1792,1.2548704147338867
1652124132.585998,1800,2.5630764961242676
1652124143.328324,1819,2.1092262268066406
1652124149.2280416,1830,2.9975152015686035
1652124152.9945974,1838,-7.680431842803955
1652124156.7619662,1847,1.9450628757476807
1652124157.9127524,1851,1.8059167861938477
1652124162.2962346,1860,-8.071165084838867
1652124164.6465983,1865,2.8700218200683594
1652124165.2331512,1866,3.066939115524292
1652124165.833197,1867,1.928432583808899
1652124174.287839,1883,1.699713110923767
1652124175.4420679,1888,-8.468934059143066
1652124181.8615427,1899,1.6292520761489868
1652124183.0318334,1902,2.4882683753967285
1652124186.536099,1908,2.050506591796875
1652124187.1546605,1909,2.304980993270874
1652124189.3115687,1913,2.560188055038452
1652124191.6490343,1918,1.6025055646896362
1652124193.976773,1924,-7.726807117462158
1652124194.549591,1925,2.325052499771118
1652124200.7446992,1936,2.3495144844055176
1652124203.0728095,1940,2.5275025367736816
1652124203.639462,1941,2.6529717445373535
1652124205.9633248,1945,2.6098875999450684
1652124206.5485086,1947,-8.356303215026855
1652124211.7914116,1956,1.4491512775421143
1652124214.0888524,1960,2.6974472999572754
1652124214.6540782,1961,1.6638742685317993
1652124215.7786138,1963,1.3057126998901367
1652124216.3639064,1964,1.472712755203247
1652124217.5065687,1966,2.1760497093200684
1652124224.2779334,1977,1.8798317909240723
1652124224.9074962,1979,-7.782271385192871
1652124229.5393727,1987,1.9233940839767456
1652124230.1742923,1988,1.713725209236145
1652124231.9031146,1991,1.2397123575210571
1652124249.8844652,2026,2.1164541244506836
1652124260.0546706,2047,2.0301129817962646
1652124264.1325994,2055,2.861978054046631
1652124270.8024042,2067,2.630033016204834
1652124271.9462185,2070,-16.98337745666504
1652124276.5427577,2079,2.5164754390716553
1652124282.2499332,2089,1.8718618154525757
1652124286.651493,2097,2.050187349319458
1652124287.7996023,2100,-8.679632186889648
1652124288.9580297,2103,-17.188838958740234
1652124291.8544078,2109,2.4193639755249023
1652124294.8111625,2114,2.772292137145996
1652124295.3925266,2115,2.135009765625
1652124297.8146904,2119,1.3671072721481323
1652124298.6607618,2120,2.91455340385437
1652124302.9387164,2127,1.9587405920028687
1652124307.5395892,2136,2.9510498046875
1652124308.6700258,2139,-17.447532653808594
1652124319.275601,2159,2.061126232147217
1652124325.1168327,2169,2.154911756515503
1652124332.2609184,2187,-6.84814453125
1652124335.7453332,2194,2.57240891456604
1652124339.751079,2201,2.480638265609741
1652124344.3190303,2209,1.4284228086471558
1652124345.4913545,2211,1.9621063470840454
1652124347.7818077,2215,1.5076123476028442
1652124351.17234,2221,2.960864543914795
1652124353.4521852,2225,0.5746421217918396
1652124358.801564,2236,-8.100757598876953
1652124360.5073292,2239,2.9869916439056396
1652124363.0455897,2244,3.0041205883026123
1652124369.4677095,2257,-8.323467254638672
1652124383.2208073,2281,2.1543030738830566
1652124393.1620157,2300,1.8175193071365356
1652124395.7629933,2305,2.707036256790161
1652124396.363053,2306,2.647153615951538
1652124400.5297122,2316,2.9714062213897705
1652124402.243168,2319,1.2018526792526245
1652124404.243556,2324,2.4832489490509033
1652124408.9407704,2332,2.309431791305542
1652124413.6050506,2342,2.1133406162261963
1652124419.188983,2352,2.584153413772583
1652124423.4335973,2359,2.0784146785736084
1652124430.4508126,2373,2.853555679321289
1652124438.174952,2389,2.6716058254241943
1652124440.472353,2393,2.1804018020629883
1652124441.0517833,2394,2.471235752105713
1652124443.4380546,2398,1.8881313800811768
1652124459.6654022,2428,2.240299701690674
1652124461.0984054,2431,2.3136653900146484
1652124463.4684095,2435,3.093959331512451
1652124464.035711,2436,2.5793561935424805
1652124465.772397,2441,-7.658662796020508
1652124472.7896068,2454,2.3941099643707275
1652124477.7619925,2462,2.1072328090667725
1652124478.9199965,2465,2.4883809089660645
1652124487.9860585,2485,2.825770139694214
1652124492.1765604,2493,1.7233970165252686
1652124494.5036342,2498,2.3632190227508545
1652124495.6694224,2500,1.8111437559127808
1652124497.5407553,2503,1.8040339946746826
1652124498.693062,2505,1.8984252214431763
1652124499.272727,2506,2.264472484588623
1652124504.9378066,2517,1.4648927450180054
1652124505.5280154,2518,2.262115955352783
1652124506.1154516,2519,1.7933025360107422
1652124507.3689835,2521,3.0086517333984375
1652124508.5197241,2523,2.63163423538208
1652124510.994715,2528,-17.179073333740234
1652124512.1505754,2530,2.520559310913086
1652124516.4656017,2538,1.6479359865188599
1652124532.7432415,2565,2.294011354446411
1652124533.4155953,2566,2.409871816635132
1652124539.1174862,2577,2.6594698429107666
1652124539.7035725,2578,2.5004594326019287
1652124544.3784122,2588,1.337037205696106
1652124544.9640324,2589,2.1343886852264404
1652124546.9826891,2592,2.3532655239105225
1652124550.6153905,2599,2.1442830562591553
1652124555.1567907,2606,1.801855444908142
1652124562.958407,2619,2.7379202842712402
1652124566.4683135,2627,2.5837366580963135
1652124567.0614464,2628,1.290936827659607
1652124571.2288818,2635,2.7444324493408203
1652124572.9741318,2638,2.5678775310516357
1652124573.5512195,2639,2.487999677658081
1652124573.8505313,2640,-7.596611976623535
1652124575.6424305,2643,1.56400728225708
1652124585.2305288,2662,-7.751168251037598
1652124590.324534,2670,2.2741665840148926
1652124590.940811,2671,1.49896240234375
1652124592.0991995,2674,2.7870090007781982
1652124595.5564628,2681,2.128857135772705
1652124597.278454,2684,1.6638950109481812
1652124598.425545,2686,2.8258767127990723
1652124600.1631467,2689,2.183725595474243
1652124602.5718005,2693,2.290229320526123
1652124607.4792907,2702,1.779754877090454
1652124610.8163674,2708,2.362224578857422
1652124613.7568398,2713,1.3255544900894165
1652124616.1204824,2717,2.4971914291381836
1652124616.7063973,2719,-7.5132951736450195
1652124622.138417,2729,2.595088005065918
1652124622.725313,2730,3.177239418029785
1652124625.1313212,2734,2.039668321609497
1652124628.3733232,2739,1.875066876411438
1652124628.9548604,2740,1.8106606006622314
1652124629.5517037,2741,2.571877956390381
1652124631.327158,2744,2.863075017929077
1652124636.2145295,2753,1.8240803480148315
1652124636.8063025,2754,1.7489627599716187
1652124637.405114,2755,2.5147581100463867
1652124640.3951278,2760,1.9836126565933228
1652124642.7206285,2765,3.146087884902954
1652124644.4971452,2768,2.089730978012085
1652124646.2869182,2771,2.515716552734375
1652124647.5136318,2773,2.5658133029937744
1652124648.7001753,2775,2.1696248054504395
1652124650.4753091,2778,3.003917694091797
1652124654.2941744,2785,1.908131718635559
1652124660.8331628,2797,2.5884666442871094
1652124662.163782,2799,3.0051963329315186
1652124669.8888674,2812,1.4779776334762573
1652124676.7238407,2824,1.987231969833374
1652124682.7408528,2834,2.55448055267334
1652124685.1714184,2838,1.8052469491958618
1652124688.2173123,2844,3.248399496078491
1652124692.3208523,2851,2.3005855083465576
1652124692.9120724,2852,3.1393070220947266
1652124696.834819,2861,2.896589756011963
1652124697.4301736,2862,2.2290422916412354
1652124707.1346676,2881,1.1392545700073242
1652124707.7197766,2882,2.995699405670166
1652124713.2573164,2891,2.37190580368042
1652124714.435934,2893,1.9337881803512573
1652124715.6399264,2895,1.957465410232544
1652124725.317189,2911,3.104667901992798
1652124727.5300925,2915,2.2945363521575928
1652124729.2743278,2918,2.188389301300049
1652124730.4418235,2920,2.851982831954956
1652124731.0367837,2921,1.8588602542877197
1652124732.7887394,2924,2.749147653579712
1652124735.7437978,2930,2.4748175144195557
1652124738.1089897,2934,2.7581489086151123
1652124738.7083614,2935,2.1696815490722656
1652124745.1816132,2949,1.895427942276001
1652124746.9583054,2952,1.7753835916519165
1652124748.7074208,2955,2.4324495792388916
1652124751.6744266,2962,2.1599462032318115
1652124753.1281497,2965,2.2996315956115723
1652124754.311675,2967,2.743058681488037
1652124757.2808545,2973,-16.891738891601562
1652124759.0770738,2978,3.2175381183624268
1652124762.6271188,2984,2.03482985496521
1652124763.820255,2986,1.901502013206482
1652124769.5037878,2996,2.5590906143188477
1652124771.2650678,2999,2.073347568511963
1652124773.0258622,3002,3.183043956756592
1652124777.2314105,3010,-8.006673812866211
1652124781.9654226,3019,2.7916526794433594
1652124786.9487247,3029,3.3040454387664795
1652124789.486156,3034,2.208151340484619
1652124796.743745,3047,2.885852813720703
1652124804.6874409,3066,2.874664068222046
1652124806.4527605,3069,1.9883276224136353
1652124813.9192343,3083,2.371422529220581
1652124814.504675,3084,1.6622895002365112
